TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20010530,13.546,1,478.608,46.063,1,383.788,0,0.175,1,96.957,1,12.573,1,6.571,1,0.381909091,0.916666667,-9999,0,116.3631579,0.791666667,96.19166667,1,5.4445,0.75,-9999,0,-9999,0,350.175,1,17.358,0.125,-9999,-9999,-44.1748,0,18.2337,1,20.1222,-9999,-9999,2.53038,0.977444,1,1.07868,-9999,-9999,1.7907,1.14013,1,0.1588,1.04008,1.12531,1.14699,1,1,1,1.66233,1.63447,1.66454,1.68461,0.561182,0.484069,0.55797,0.641749,1.24618,1.35094,1.57445,2.02279,0,0,0,0.196167,-9999,-9999
20010531,12.88,1,479.483,189.757,1,341.608,0,1.762,1,97.079,1,0.254,1,4.902,1,0.264125,1,-9999,0,535.9705882,0.708333333,299.775,1,25.14123529,0.708333333,-9999,0,-9999,0,366.613,1,20.888,0.625,-9999,-9999,-1.98604,0.416667,90.3612,1,100.138,-9999,-9999,3.05018,17.3458,1,19.2226,-9999,-9999,3.67423,1.03691,1,0.164272,0.989338,1.04169,1.28218,1,1,1,1.59051,1.58004,1.6034,1.62339,0.5973,0.338444,0.56342,0.5973,1.19014,1.29542,1.49445,2.02564,0,0,0,0.329607,-9999,-9999
20010601,17.136,1,480.317,339.836,1,318,0,8.121,1,96.433,1,0.508,1,6.251,1,0.356777778,0.75,-9999,0,858.5736842,0.791666667,142.85,1,45.855,0.833333333,-9999,0,-9999,0,365.067,1,22.13,0.708333,-9999,-9999,28.9337,0.541667,128.442,1,142.796,-9999,-9999,12.8432,32.9656,0.958333,36.6499,-9999,-9999,3.56436,1.6505,0.958333,0.16311,1.57024,1.63929,1.68339,0.958333,1,1,1.93593,1.93559,1.94963,1.98082,0.389741,0.267537,0.303306,0.365345,1.53858,1.65199,1.7737,2.32606,0,0,0,0.174199,-9999,-9999
20010602,16.536,1,481.111,367.244,1,310.773,0,8.208,1,96.676,0.958333,0,1,3.859,1,0.228083333,1,-9999,0,927.8210526,0.791666667,141.0291667,1,79.735,0.833333333,-9999,0,-9999,0,370.483,1,22.973,0.791667,-9999,-9999,31.4412,0.791667,62.6792,1,69.8423,-9999,-9999,3.74802,71.5167,1,79.6898,-9999,-9999,4.16052,1.43683,0.833333,0.165333,1.36923,1.37799,1.42088,0.916667,0.916667,0.916667,1.84219,1.84174,1.88201,1.99151,0.453161,0.453161,0.463102,0.516892,1.48912,1.55257,1.62907,1.8628,0,0,0,0.0968906,-9999,-9999
20010603,15.674,1,481.863,235.133,1,352.295,0,4.763,1,96.644,1,4.064,1,5.415,1,0.337875,1,-9999,-9999,540.1285714,0.875,284.9583333,1,39.635,0.833333333,-9999,-9999,-9999,-9999,364.308,1,19.999,0.875,-9999,-9999,7.21789,0.958333,113.301,1,126.535,-9999,-9999,8.60739,31.4958,1,35.1747,-9999,-9999,3.3622,1.88104,1,0.157032,1.83132,1.88104,1.88887,1,1,1,1.77897,1.77176,1.81032,1.97981,-0.11447,-0.0808895,-0.0660214,0.11095,1.41831,1.41344,1.44848,1.49187,0,0,0,0.051224,-9999,-9999
20010604,13.697,1,482.574,54.826,1,365.127,0,1.867,1,96.673,1,4.318,1,6.468,1,0.397666667,1,-9999,0,146.3833333,0.75,111.4416667,1,11.65294118,0.708333333,-9999,0,-9999,0,353.217,1,18.38,0.875,-9999,-9999,-34.0824,0.875,33.5298,1,37.4463,-9999,-9999,3.15981,5.23045,1,5.84139,-9999,-9999,2.3683,0.968695,1,0.168472,0.922077,0.951083,0.968695,1,1,1,1.70419,1.69309,1.73319,1.98575,0.716177,0.765566,0.784755,1.02149,1.38237,1.22555,1.34578,1.41649,0.114413,0.148087,0.18209,0.239399,-9999,-9999
20010605,15.816,1,483.245,119.315,1,372.683,0,1.225,1,96.981,1,5.08,1,2.85,1,0.191458333,1,-9999,0,318.1722222,0.75,224.6041667,1,14.74123529,0.708333333,-9999,0,-9999,0,354.921,1,18.473,0.833333,-9999,-9999,-10.5687,0.833333,53.9898,1,60.2843,-9999,-9999,3.95035,7.59583,1,8.48141,-9999,-9999,2.22123,1.00667,0.916667,0.167367,0.501257,0.930289,1.04436,0.875,0.916667,0.958333,1.98804,1.98559,2.02187,2.3906,0.885787,0.904008,1.14371,1.9363,1.97748,1.54536,1.81097,2.11081,0.529351,0.561436,0.726767,0.868033,-9999,-9999
20010606,17.153,1,483.874,182.427,1,367.616,0,2.388,1,97.348,1,0,1,1.61,1,0.12026087,0.958333333,-9999,0,515.1,0.708333333,324.15,1,25.1125,0.666666667,-9999,0,-9999,0,381.717,1,21.521,0.833333,-9999,-9999,0.939277,0.75,70.0958,1,78.2226,-9999,-9999,6.08452,22.9667,1,25.6294,-9999,-9999,2.66682,0.343856,0.666667,0.178063,-0.302089,0.0791294,0.354755,0.833333,0.875,0.75,2.22926,2.21749,2.26871,2.75995,2.5667,2.16741,2.31842,2.54448,2.43839,1.92702,2.16015,2.4726,0.92633,0.975978,1.12435,1.27158,-9999,-9999
20010607,20.935,1,484.462,315.198,1,351.925,0,9.908,1,97.579,1,0,1,3.583,1,0.230166667,0.75,-9999,0,840.5666667,0.75,245.7208333,1,57.83333333,0.75,-9999,0,-9999,0,382.983,1,21.497,1,-9999,-9999,21.8417,1,104.026,0.958333,116.221,-9999,-9999,7.32072,32.1278,0.958333,35.8297,-9999,-9999,4.09633,1.63544,0.75,0.166089,1.3462,1.42057,1.51106,0.916667,0.916667,0.875,2.72549,2.72294,2.76748,3.43688,1.05443,1.2186,1.39738,1.95695,3.16037,2.70082,2.81423,2.99619,1.90654,1.78646,1.94982,2.1157,-9999,-9999
20010608,21.645,1,485.009,360.172,1,351.393,0,11.971,1,97.584,1,0,1,1.68,1,0.151625,1,-9999,0,960.5055556,0.75,168.7416667,1,70.54290476,0.875,-9999,0,-9999,0,395.983,1,25.158,1,-9999,-9999,35.3917,1,62.9167,1,70.2612,-9999,-9999,8.09586,68.1069,1,75.9205,-9999,-9999,6.2304,0.587215,0.75,0.189881,0.366547,0.564839,1.31233,0.958333,0.708333,1,2.93327,2.93271,2.98367,3.78942,2.58698,1.6018,2.86477,3.24577,3.03347,2.81051,2.91964,3.0723,2.83298,2.24351,2.80493,2.87489,-9999,-9999
20010609,23.37,1,485.514,366.102,1,352.602,0,12.575,1,97.138,1,0,1,3.981,1,0.266708333,1,-9999,0,879.295,0.833333333,131.9083333,1,85.63888889,0.75,-9999,0,-9999,0,379.137,1,25.68,1,-9999,-9999,19.6417,1,64.8542,1,72.3645,-9999,-9999,4.86572,71.6542,1,79.8081,-9999,-9999,5.97914,0.164851,0.875,0.208031,-0.112053,0.1367,0.252964,0.958333,0.875,0.958333,3.26296,3.26754,3.33122,4.27708,4.03216,3.02426,3.43391,4.15993,2.90294,2.83128,3.23372,3.33618,3.51496,2.50588,3.30325,3.48558,-9999,-9999
20010610,25.941,1,485.977,300.696,1,383.041,0,11.017,1,96.575,1,2.794,1,3.959,1,0.256652174,0.958333333,-9999,-9999,687.3380952,0.875,164.9166667,1,64.58571429,0.875,-9999,-9999,-9999,-9999,371.729,1,26.196,0.833333,-9999,-9999,5.34583,1,98.7055,1,110.044,-9999,-9999,9.85753,46.3992,1,51.636,-9999,-9999,6.11411,-0.142027,1,0.246302,-0.6643,-0.211831,-0.144902,1,1,1,3.71959,3.72165,3.81255,4.92123,5.62151,3.97834,4.54416,5.14247,4.03469,4.02333,4.37578,4.43299,4.13313,3.38769,3.98308,4.1075,-9999,-9999
20010611,29.348,1,486.399,302.519,1,395.565,0,18.975,1,96.281,1,0,1,5.579,1,0.398458333,1,-9999,0,854.5823529,0.708333333,179.1791667,1,86.57058824,0.708333333,-9999,0,-9999,0,362.221,1,27.38,0.916667,-9999,-9999,2.35,1,89.6458,1,100.06,-9999,-9999,5.97584,51.1083,1,56.9429,-9999,-9999,5.33343,0.195086,0.958333,0.237353,-0.153978,0.0207086,0.182667,1,1,0.958333,4.24052,4.27568,4.4081,5.74219,4.76279,4.38083,4.56766,5.35473,6.287,6.08733,6.1845,6.22621,5.50501,5.14034,5.35787,5.50501,-9999,-9999
20010612,27.912,1,486.78,231.255,1,400.992,0,14.188,1,96.044,1,0,1,6.04,1,0.487142857,0.875,-9999,0,652.9823529,0.708333333,267.7375417,1,72.8,0.708333333,-9999,0,-9999,0,364.233,1,30.298,1,-9999,-9999,13.8375,1,75.8708,1,84.7183,-9999,-9999,10.7545,55.6417,1,62.0184,-9999,-9999,6.51743,-0.10188,0.958333,0.251229,-0.315406,-0.139113,-0.100674,1,1,0.958333,3.96968,4.02473,4.28494,5.72133,4.62747,4.38963,4.47651,5.79386,7.02297,6.22033,6.50169,6.93698,5.57563,5.60833,5.8144,5.89933,-9999,-9999
20010613,27.192,1,487.118,188.75,1,406.22,0,12.008,1,95.647,1,0.762,1,7.275,1,0.553,0.958333333,-9999,0,453.01,0.833333333,278.120875,1,43.695,0.833333333,-9999,0,-9999,0,349.771,1,28.568,1,-9999,-9999,5.38338,1,89.002,1,99.513,-9999,-9999,7.89632,27.8119,1,31.0406,-9999,-9999,3.94234,-0.796732,1,0.251213,-0.88499,-0.845612,-0.833928,1,1,1,3.92978,3.95415,4.26646,4.91284,4.67225,4.81753,5.0912,5.81166,6.97638,6.28309,6.49102,6.9177,5.26817,5.27209,5.57877,5.656,-9999,-9999
20010614,20.135,1,487.415,168.37,1,367.436,0.0833333,5.125,1,96.206,1,17.272,1,3.403,1,0.254681818,0.916666667,-9999,0,404.095,0.833333333,248.0916667,1,17.50909091,0.916666667,-9999,0,-9999,0,364.717,1,22.237,1,-9999,-9999,-19.835,1,109.846,1,131.561,-9999,-9999,6.76074,5.09836,1,6.10622,-9999,-9999,3.1375,-0.964227,0.958333,0.265758,-1.65274,-1.39609,-1.29403,0.958333,0.958333,1,3.08464,3.11961,3.3265,3.54056,4.62791,4.56059,4.77276,4.84933,6.48348,5.52468,6.06867,6.41214,5.51965,5.50959,5.68075,5.79139,-9999,-9999
20010615,20.93,1,487.671,324.583,1,326.945,0.333333,11.854,1,97.002,1,0,1,3.245,1,0.243041667,1,-9999,0,916.5823529,0.708333333,135.145875,1,52.505,0.833333333,-9999,0,-9999,0,364.846,1,22.342,1,-9999,-9999,10.6,1,138.333,1,166.125,-9999,-9999,7.1989,19.5615,1,23.4915,-9999,-9999,4.28206,-5.00783,0.875,0.877455,-4.9843,-4.87409,-4.70538,0.791667,0.666667,0.958333,3.24714,3.24714,3.33934,3.3733,8.0659,8.06627,8.08531,8.31197,7.26519,6.30097,7.01746,7.3829,8.26469,8.22477,8.33922,8.56537,-9999,-9999
20010616,22.99,1,487.883,320.892,1,338.652,0.708333,14.817,1,97.619,1,0,1,2.311,1,0.208,0.958333333,-9999,0,770.455,0.833333333,141.35,1,63.52005,0.833333333,-9999,0,-9999,0,367.083,1,26.357,1,-9999,-9999,25.7542,1,102.768,1,123.525,-9999,-9999,6.80955,42.0667,1,50.5633,-9999,-9999,6.48085,-4.26824,0.875,0.973208,-4.32304,-3.89106,-3.63493,0.875,1,0.875,3.56228,3.20318,3.51034,3.71062,7.26224,7.19273,7.52557,7.61928,7.90025,6.86871,7.54607,7.96409,8.85165,8.60816,9.01264,9.16687,-9999,-9999
20010617,25.186,1,488.055,208.619,1,378.691,0.375,12.375,1,97.265,1,0.254,1,4.673,1,0.379166667,1,-9999,-9999,500.81,0.833333333,216.6625,1,40.95505,0.833333333,-9999,-9999,-9999,-9999,360.771,1,25.704,1,-9999,-9999,6.01667,1,87.7806,1,105.659,-9999,-9999,9.647,16.1116,1,19.3931,-9999,-9999,4.69253,-1.57741,0.916667,0.506489,-1.68649,-1.58993,-1.48671,0.916667,0.916667,0.958333,3.93268,3.15248,3.89303,4.11943,5.57368,4.81658,5.5705,5.66031,8.23694,6.93259,7.35786,7.94377,8.20078,7.94367,8.15249,8.3163,-9999,-9999
20010618,27.607,1,488.185,307.024,1,368.551,0.625,18.35,1,96.711,1,5.334,1,7.414,1,0.644875,1,-9999,0,866.9294118,0.708333333,174.4833333,1,67.45882353,0.708333333,-9999,0,-9999,0,350.112,1,26.893,1,-9999,-9999,3.7875,1,136.915,0.958333,164.814,-9999,-9999,9.68327,3.16161,1,3.80583,-9999,-9999,6.55331,-4.97779,0.958333,1.31388,-4.95588,-4.74352,-4.7216,0.958333,0.958333,0.958333,4.73061,3.9075,4.68006,4.91078,9.41741,8.88258,9.41344,9.63238,7.70164,6.54779,7.10357,7.5156,9.74746,9.77157,9.8856,10.0829,-9999,-9999
20010619,16.215,1,488.272,138.024,1,339.893,0.833333,3.942,1,97.919,1,4.318,1,3.264,1,0.298217391,0.958333333,-9999,0,316.2380952,0.875,260.8791667,1,15.24,0.833333333,-9999,0,-9999,0,362.892,1,19.68,1,-9999,-9999,-22.4375,1,80.095,0.958333,95.9286,94.858,96.4447,5.73679,6.6,1,7.90472,7.8165,7.94724,4.64937,-7.53019,1,1.46472,-7.63061,-6.99611,-6.78804,1,1,1,3.43041,3.0403,3.44748,3.48061,10.4603,10.288,10.423,10.6729,4.10636,4.09657,4.16742,4.37851,6.01689,5.80282,5.85598,5.89047,-9999,-9999
20010620,18.306,1,488.318,167.902,1,344.971,0.708333,3.167,1,97.993,1,1.016,1,1.834,1,0.175166667,1,-9999,0,474.0882353,0.708333333,283.6791667,1,31.90625,0.666666667,-9999,0,-9999,0,384.45,1,21.27,1,-9999,-9999,1.77504,1,81.0785,1,97.6289,96.0227,98.0037,5.52282,21.9159,1,26.3896,25.9554,26.4909,4.27415,-7.20868,0.958333,1.41635,-7.44252,-7.02447,-6.96749,0.875,0.958333,0.958333,4.18403,3.78808,4.1914,4.21007,11.2411,11.1323,11.1739,11.2411,3.30032,3.54399,3.65954,4.06212,6.99432,6.52604,6.61693,6.96745,-9999,-9999
20010621,19.119,1,488.323,294.423,1,337.731,0.916667,8.821,1,97.805,1,0,1,3.101,1,0.298869565,0.958333333,-9999,0,704.735,0.833333333,184.7416667,1,40.14786957,0.958333333,-9999,0,-9999,0,364.613,1,22.016,1,-9999,-9999,13.3167,1,107.065,1,128.92,126.799,144.279,6.06349,26.65,1,32.09,31.5621,35.9131,5.05131,-10.7199,0.875,1.64484,-10.4837,-10.3892,-9.94572,0.916667,0.916667,1,4.78071,4.43162,4.748,4.78117,15.2258,12.3144,15.1372,15.2108,3.18285,3.20496,3.69651,4.4289,10.5861,9.77769,9.94888,10.574,-9999,-9999
20010622,18.098,1,488.285,363.738,1,319.283,1,9.463,1,97.693,1,0,1,1.734,1,0.160583333,1,196.570875,1,918.1052632,0.791666667,138.35,1,54.20952381,0.875,54.870875,1,430.4792083,1,383.604,1,23.673,1,-9999,-9999,16.8667,1,93.7542,1,113.325,112.288,126.342,5.85064,62.4958,1,75.5419,74.8503,84.2184,5.88742,-9.26309,0.958333,1.22529,-9.37501,-9.21023,-9.05815,0.958333,1,0.958333,4.91531,4.75401,4.82934,4.91041,14.0102,13.9908,14.0545,14.1583,3.22177,3.22177,3.73741,4.42203,12.8247,12.0456,12.6001,12.8247,-9999,-9999
20010623,21.869,1,488.206,354.321,1,357.158,1,10.25,1,97.317,1,0,1,4.142,1,0.370416667,1,210.2958333,1,820.2095238,0.875,146.0875,1,53.14761905,0.875,55.92916667,1,444.2708333,1,357.471,1,25.325,1,-9999,-9999,17.4,1,118.525,1,142.719,141.956,158.385,6.17531,44.35,1,53.4031,53.1173,59.2649,5.68695,-13.9325,1,1.46391,-13.9441,-13.4596,-13.4596,1,1,1,6.08475,5.98357,6.04594,6.08395,19.5801,16.6183,19.5376,19.9361,4.61704,4.54039,4.77719,5.05219,14.9063,14.4587,14.8642,15.0892,-9999,-9999
20010624,26.355,1,488.085,345.596,1,380.721,1,14.721,1,97.193,1,0,1,4.045,1,0.3745,1,205.4666667,1,993.6352941,0.708333333,144.4041667,1,61.82941176,0.708333333,53.75833333,1,465.9750417,1,357.208,1,27.801,1,-9999,-9999,19.6958,1,149.029,1,180.139,178.49,200.829,6.78742,6.07917,1,7.3482,7.28092,8.19219,3.9963,-9.04378,1,1.1593,-9.51447,-9.18219,-8.9299,1,1,0.916667,7.55072,7.45096,7.52356,7.5652,16.7254,16.5563,16.7091,17.0424,6.59673,6.2387,6.45458,6.61932,16.4437,15.5994,16.1041,16.4502,-9999,-9999
20010625,26.996,1,487.923,351.975,1,380.05,1,16.775,1,97.34,1,0,1,5.706,1,0.529708333,1,208.35,1,1001.294118,0.708333333,165.4291667,1,60.60588235,0.708333333,57.1875,1,465.3792083,1,347.042,1,28.33,1,-9999,-9999,10.4917,1,160.513,1,194.02,192.243,223.846,6.80375,3.80417,1,4.59829,4.55619,5.30518,3.86212,-10.2962,1,1.2476,-10.3007,-10.2974,-10.2923,1,1,1,8.09123,7.90659,7.96616,8.08257,18.2459,18.209,18.2636,18.345,7.69778,7.47522,7.62935,7.74381,18.402,18.1697,18.3211,18.3945,-9999,-9999
20010626,24.37,1,487.718,144.496,1,390.446,1,9.296,1,97.656,1,0,1,3.335,1,0.294125,1,67.55416667,1,424.3529412,0.708333333,282.9208333,1,23.38823529,0.708333333,24.66666667,1,441.6791667,1,355.875,1,26.129,1,-9999,-9999,-2.775,1,69.35,1,91.5046,83.1441,96.7134,5.19239,-11.1667,1,-13.4977,-15.048,-13.3741,3.40263,-5.70539,1,0.93044,-5.84196,-5.78961,-5.59108,1,1,1,7.35732,7.04344,7.23257,7.35026,12.8294,12.7668,12.8238,13.1553,7.52165,7.45192,7.57327,8.34273,12.0304,11.8852,12.007,12.1405,-9999,-9999
20010627,24.57,1,487.474,332.629,1,379.479,1,9.254,1,97.868,1,25.146,1,2.983,1,0.273208333,1,231.3708333,1,939.3705882,0.708333333,274.6375,1,34.49411765,0.708333333,41.5125,1,438.2125,1,356.483,1,25.013,1,-9999,-9999,4.22083,1,180.208,1,236.958,216.052,242.845,6.23007,-22.3792,1,-29.4268,-30.1578,-26.8305,3.48211,-11.5075,0.833333,1.22319,-11.8773,-11.476,-11.3759,0.958333,1,0.791667,7.34682,7.1937,7.24547,7.34682,19.1776,18.6159,18.7362,19.1006,8.35009,8.31016,8.5586,10.1021,21.5799,20.7531,21.0267,21.8903,-9999,-9999
20010628,24.142,1,487.187,321.033,1,375.396,1,9.554,1,97.557,0.916667,0,1,3.685,1,0.281619048,0.875,208.7291667,1,879.8588235,0.708333333,281.8791667,1,40.47647059,0.708333333,47.51666667,1,439.0708333,1,348.233,1,25.293,1,-9999,-9999,4.39583,1,159.048,1,209.135,190.684,214.331,7.6721,-7.41905,1,-8.96778,-9.9978,-8.89474,4.76549,-11.9124,0.833333,1.22024,-12.1538,-12.048,-11.4223,1,0.958333,0.75,7.36699,7.18934,7.37586,7.44077,19.3969,19.0622,19.3361,19.4219,7.26675,7.14779,8.20706,10.0203,21.7351,20.5093,21.1407,22.0344,-9999,-9999
20010629,24.787,1,486.859,314.083,1,382.913,1,9.833,1,97.228,1,0,1,2.661,1,0.204590909,0.916666667,200.1125417,1,877.9176471,0.708333333,240.725,1,44.3125,0.666666667,48.1625,1,447.6333333,1,355.233,1,26.887,1,-9999,-9999,12.2583,1,141.756,1,186.397,169.952,197.688,7.57703,-1.17763,1,-1.54849,-1.64229,-1.41187,4.95724,-13.261,0.958333,1.46037,-13.2761,-13.1714,-13.1416,0.791667,0.958333,0.791667,7.68965,7.46723,7.70568,7.92821,21.0689,20.708,20.9225,21.0757,5.12321,5.8147,7.21698,8.29517,20.5902,19.137,19.9685,20.4739,-9999,-9999
20010630,26.165,1,486.489,298.942,1,404.546,1,9.633,1,97.274,1,21.082,1,1.727,1,0.182333333,0.875,202.6708333,1,848.8647059,0.708333333,252.4791667,1,40.0625,0.666666667,44.97083333,1,456.1917917,1,371.317,1,27.903,1,-9999,-9999,13.7725,1,149.181,1,196.839,179.53,213.796,6.769,6.90818,1,9.11507,8.31353,9.90031,4.99917,-11.5007,0.958333,1.22863,-13.0099,-12.4423,-10.9344,1,0.958333,0.666667,8.22388,8.0463,8.44147,8.6278,21.0663,19.6456,21.0665,21.2072,5.97193,6.17537,7.07494,8.67123,19.7535,18.0889,18.7546,19.6473,-9999,-9999
20010701,19.627,1,486.079,144.838,1,379.033,1,4.029,1,97.754,1,0.508,1,3.921,1,0.350708333,1,90.8625,1,351.895,0.833333333,234.0291667,1,13.13888889,0.75,21.9375,1,410.775,1,364.5,1,23.16,1,-9999,-9999,-27.6875,1,86.6041,1,115.729,104.282,124.115,5.13849,-1.59583,1,-2.13251,-2.28704,-1.92159,3.41067,-7.05632,0.791667,1.23781,-8.17773,-7.01336,-5.49605,0.75,0.791667,0.958333,6.56282,6.44805,6.72486,7.10623,14.1039,12.0472,14.0802,14.3416,5.48785,5.65888,6.1117,6.5297,12.9218,11.7274,12.3334,12.882,-9999,-9999
20010702,22.361,1,485.628,291.579,1,387.358,1,8.675,1,97.549,1,5.334,1,3.816,1,0.311208333,1,211.8875,1,670.7714286,0.875,184.8166667,1,22.85,0.916666667,41.6625,1,425.0583333,1,338.696,1,22.917,1,-9999,-9999,5.78754,1,139.929,1,186.987,169.139,200.536,5.98113,-4.09583,1,-5.47326,-5.86986,-4.95084,5.08349,-12.8417,0.625,1.66921,-12.8489,-12.4488,-9.00164,0.625,0.708333,1,7.50261,7.41794,7.9258,8.21193,21.0429,16.5676,20.0679,21.0407,10.4638,8.26388,9.66016,11.0445,21.8379,19.6984,21.3007,22.2006,-9999,-9999
20010703,25.412,1,485.136,329.308,1,402.1,1,7.075,1,97.351,0.958333,16.51,1,3.061,1,0.318909091,0.916666667,241.8083333,1,855.8947368,0.791666667,223.2583333,1,28.12631579,0.791666667,45.61304348,0.958333333,443.8125,1,380.438,1,26.125,1,-9999,-9999,16.3917,1,177.36,1,239.008,231.459,254.877,6.73414,-6.52026,1,-8.7866,-9.36999,-8.50908,4.00512,-14.6899,0.75,1.40287,-15.517,-15.2839,-14.7137,0.958333,0.75,0.583333,8.4839,8.41781,8.95468,9.39643,24.6938,23.196,23.987,24.4937,16.0852,11.477,14.5716,16.2565,26.6325,23.6189,26.0009,27.3472,-9999,-9999
20010704,25.592,1,484.602,342.8,1,391.879,1,9.854,1,97.569,1,0,1,2.06,1,0.162913043,0.958333333,242.7041667,1,1006.370588,0.708333333,147.8625,1,37.18125,0.666666667,49.3125,1,442.1791667,1,388.246,1,27.143,1,-9999,-9999,7.76667,1,184.55,1,257.368,242.668,265.209,6.4744,-5.87917,1,-8.19891,-8.4487,-7.73062,3.74389,-14.5116,0.875,1.29849,-15.6689,-15.0894,-14.6071,0.958333,0.875,0.875,8.69625,8.65821,9.25644,9.79265,24.7815,24.2831,24.5214,24.852,15.9986,11.8659,14.4801,17.0172,27.9438,24.8964,26.8624,28.4765,-9999,-9999
20010705,23.895,1,484.028,353.237,1,369.333,1,9,1,97.497,1,0,1,2.757,1,0.256375,1,228.1208333,1,1011.052941,0.708333333,166.225,1,36.22941176,0.708333333,58.95833333,1,434.475,1,368.796,1,26.618,1,-9999,-9999,1.07504,1,191.19,1,257.645,249.508,274,6.91651,-2.5254,1,-3.4032,-3.61923,-3.29571,3.70261,-17.057,1,1.61083,-17.653,-17.3794,-17.2985,0.791667,1,1,8.35627,8.07316,8.92162,9.55598,26.9375,25.7963,26.0498,26.893,10.7088,9.99913,10.7088,13.0985,27.6727,26.0037,27.2578,28.5467,-9999,-9999
20010706,27.501,1,483.415,319.829,1,403.475,1,12.421,1,96.855,1,30.48,1,4.387,1,0.388916667,1,220.233375,1,925.7647059,0.708333333,228.375,1,31.81764706,0.708333333,53.92916667,1,448.2666667,1,359.558,1,25.833,1,-9999,-9999,6.99167,1,207.942,0.958333,277.872,259.269,298.007,6.99324,-62.5201,1,-83.5456,-89.5994,-77.9523,4.57257,-12.901,0.958333,1.16704,-13.0013,-12.9652,-12.901,0.958333,0.958333,0.958333,9.84084,8.91302,9.94044,11.0664,24.0348,21.903,22.9121,23.9542,10.9982,10.4274,10.9982,14.0074,25.7456,24.3053,24.8224,25.7456,-9999,-9999
20010707,28.361,1,482.76,295.458,1,409.192,1,11.192,1,96.864,1,0,1,2.928,1,0.255916667,1,201.8416667,1,853.9117647,0.708333333,273.0291667,1,30.34375,0.666666667,49.55420833,1,452.5625,1,368.188,1,26.83,1,-9999,-9999,10.9833,1,142.308,1,187.77,177.228,203.946,6.62782,-19.8094,1,-26.1377,-28.3894,-24.6703,3.59615,-16.2695,0.791667,1.46781,-18.071,-16.1357,-15.8321,0.958333,0.833333,0.625,10.0098,8.91617,10.0154,11.0652,27.1757,25.9078,27.1714,27.227,11.1355,9.7647,10.5744,11.1355,23.9881,23.2071,23.6671,24.0439,-9999,-9999
20010708,26.595,1,482.065,192.5,1,407.625,1,7.096,1,97.085,1,0,1,1.872,1,0.184086957,0.958333333,121.4958333,1,568.3941765,0.708333333,288.9166667,1,17.25789474,0.791666667,33.58333333,1,444.35,1,370.792,1,26.165,1,-9999,-9999,1.525,1,93.348,1,130.18,116.39,133.78,4.54534,-8.84167,1,-11.6662,-12.6712,-11.0241,3.17655,-5.3862,0.875,1.04913,-6.38611,-5.28088,-5.18894,0.333333,0.916667,0.958333,9.26786,8.19656,9.27221,10.0881,15.5032,14.0155,14.7351,15.4965,9.63095,8.45623,9.32902,9.81872,17.8319,16.5483,17.326,17.9826,-9999,-9999
20010709,26.114,1,481.33,260.254,1,401.383,1,8.008,1,97.494,0.958333,0,1,1.91,1,0.153409091,0.916666667,172.0666667,1,765.0823529,0.708333333,291.2708333,1,24.76111111,0.75,46.40420833,1,442.4666667,1,386.5,1,25.944,1,-9999,-9999,3.67087,1,143.738,1,196.236,179.218,205.995,6.22306,-14.7011,1,-19.3975,-21.0686,-18.3299,3.66129,-13.1266,0.833333,1.16526,-14.4466,-13.9473,-13.2148,0.875,0.875,0.833333,8.94891,7.85099,8.94891,9.5731,24.0197,22.1155,22.7319,23.0632,9.12717,8.76885,9.42823,11.895,23.8266,22.0279,22.4779,22.9494,-9999,-9999
