TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20020908,25.178,1,370.938,254.95,1,380.146,1,12.138,1,97.973,1,0,1,3.178,1,0.35775,1,152.1334167,1,508.8791667,1,137.1041667,1,33.47894737,0.791666667,47.00833333,1,435.0583333,1,383.571,1,23.422,1,-9999,-9999,5.67083,1,131.004,1,147.039,140.557,148.641,5.02803,-1.57083,1,-1.76311,-1.78231,-1.68538,3.80595,-2.50654,0.958333,0.756924,-2.84535,-2.6156,-2.43909,0.958333,0.958333,0.958333,8.0684,8.1492,8.40768,8.9657,11.0316,10.995,11.0316,11.3543,6.19649,6.24889,6.39445,7.30492,10.7632,10.3748,10.4881,10.7702,-9999,-9999
20020909,24.435,1,368.276,236.063,1,381.158,1,10.688,1,98.051,1,0,1,2.25,1,0.243458333,1,143.0416667,1,465.2625,1,216.5,1,34.56470588,0.708333333,47.22272727,0.916666667,430.2833333,1,395.975,1,23.155,1,-9999,-9999,4.00417,1,105.363,1,118.259,113.046,119.547,4.75169,17.3083,1,19.4269,18.5705,19.6385,3.93682,-2.48867,1,0.787447,-2.64758,-2.50391,-2.41427,1,1,1,7.79746,7.88471,8.14093,8.70162,10.6538,10.5323,10.6448,11.0438,6.67663,6.84855,7.48298,9.5738,11.2265,9.91806,10.2333,11.2432,-9999,-9999
20020910,18.757,1,365.597,206.362,1,356.646,1,5.9,1,98.27,1,0,1,3.684,1,0.464625,1,121.9333333,1,406.6750417,1,173.8583333,1,28.71111111,0.75,36.90833333,1,403.1958333,1,373.958,1,21.078,1,-9999,-9999,-11.8917,1,96.3436,1,108.056,103.369,109.198,5.08035,32.4375,1,36.3808,34.8029,36.7653,4.99199,-0.929423,0.958333,0.562092,-0.996009,-0.94308,-0.929423,0.958333,0.916667,0.958333,6.76216,6.77523,7.00425,7.41744,7.96437,7.78483,7.96437,8.34905,5.98848,6.17755,6.86662,8.71575,10.0554,8.79556,9.09195,9.99223,-9999,-9999
20020911,17.812,1,362.898,243.708,1,335.342,1,7.662,1,98.275,1,0,1,1.515,1,0.152681818,0.916666667,137.6333333,1,480.7958333,1,153.133375,1,43.8,0.583333333,45.01743478,0.958333333,397.3041667,1,396.742,1,19.52,1,-9999,-9999,-5.64167,1,89.7194,1,100.626,93.2334,101.69,4.792,56.9573,1,63.8814,59.1881,64.5565,5.97007,-2.59451,0.791667,0.684794,-2.9084,-2.86065,-2.57511,0.916667,0.916667,0.791667,6.42868,6.55429,6.72916,7.06791,9.83969,9.38158,9.51079,9.64326,7.1652,7.1652,7.71233,8.63227,11.3437,10.4628,10.6891,11.199,-9999,-9999
20020912,18.045,1,360.184,113.971,1,365.65,1,5.421,1,97.943,1,0,1,1.667,1,0.166666667,1,60.925,1,229.9291667,1,237.6916667,1,14.12222222,0.75,21.15833333,1,396.4833333,1,392.629,1,19.098,1,-9999,-9999,-4.43329,1,58.088,1,64.9471,60.3631,65.7305,4.88018,9.04167,1,10.1093,9.3958,10.2313,4.28489,0.234321,0.958333,0.427914,-0.35105,-0.211834,0.276022,0.958333,0.958333,0.958333,6.29623,6.52113,6.788,6.95404,6.85967,6.64715,6.78404,6.85967,7.0745,7.01595,7.58055,7.94837,6.2356,5.89598,5.98369,6.18121,-9999,-9999
20020913,18.073,1,357.453,109.117,1,384.033,1,2.188,1,97.487,1,14.478,1,2.211,1,0.288652174,0.958333333,72.525,1,220.85,1,214.7625,1,13.02222222,0.75,19.15416667,1,401.1291667,1,382.488,1,18.974,1,-9999,-9999,-1.04167,1,49.9079,1,55.8012,51.8627,56.1909,3.89741,7.72623,1,8.63857,8.02884,8.6989,4.92531,1.40443,1,0.465247,1.31387,1.40327,1.43411,1,1,1,6.13617,6.3575,6.6641,6.73263,5.12798,5.04056,5.26083,5.31092,5.6943,5.68631,5.94946,6.27413,4.56646,4.42317,4.55891,4.60691,-9999,-9999
20020914,17.995,1,354.706,90.612,1,369.792,1,2.467,1,97.716,1,1.778,1,2.499,1,0.351666667,1,43.85416667,1,181.65,1,169.8041667,1,11.64711765,0.708333333,16.15416667,1,399.7,1,390.975,1,18.947,1,-9999,-9999,-6.62083,1,68.02,1,73.9968,70.6841,76.5832,4.57748,-3.6875,1,-3.99688,-4.15173,-3.83193,4.0294,2.17818,1,0.296902,2.13812,2.18117,2.25708,0.875,1,1,5.95833,6.16595,6.388,6.46814,4.01804,3.89193,4.01694,4.24642,5.0173,4.96708,5.05959,5.38235,3.76105,3.74742,3.79975,3.89003,-9999,-9999
20020915,14.804,1,351.944,257.042,1,309.742,1,5.846,1,98.42,1,0,1,2.004,1,0.203625,1,138.9583333,1,499.5542083,1,89.225,1,51.9,0.541666667,44.60416667,1,381.8166667,1,384.271,1,16.494,1,-9999,-9999,-13.2875,1,79.8858,1,86.5883,81.0068,89.9428,5.91729,62.0125,1,67.2154,62.8827,69.8194,5.17431,-1.62731,0.875,0.677606,-1.61488,-1.22653,-1.17874,0.875,1,0.583333,5.34746,5.46892,5.59845,5.68056,7.18437,6.58511,6.91775,7.18487,4.33689,4.2625,4.33987,4.55036,6.67945,6.6234,6.70552,6.78595,-9999,-9999
20020916,17.206,1,349.169,253.775,1,319.479,1,8.108,1,97.963,1,0,1,2.154,1,0.233583333,1,135.4416667,1,492.0208333,1,93.27916667,1,49.99230769,0.541666667,45.10416667,1,391.35,1,403.983,1,16.669,1,-9999,-9999,-4.37917,1,84.7708,1,91.8831,85.9603,94.7808,5.08735,40.2833,1,43.6631,40.8486,45.0401,5.88575,-1.27551,0.958333,0.533677,-1.27551,-1.23389,-1.16334,0.958333,0.916667,0.958333,5.50109,5.65848,5.74667,5.80805,6.96307,6.78928,6.96307,7.02481,5.16979,4.86252,4.98342,5.15379,6.59841,6.49793,6.61279,6.66253,-9999,-9999
20020917,18.737,1,346.378,168.921,1,345.683,1,5.788,1,97.208,1,0,1,3.138,1,0.392590909,0.916666667,81.125,1,327.65,1,260.3375,1,30.87142857,0.583333333,31.10833333,1,401.2041667,1,392.079,1,17.153,1,-9999,-9999,3.37504,1,68.0705,0.958333,73.7817,69.0257,76.1085,4.71537,1.86806,1,2.02479,1.89427,2.08864,5.77033,-0.878365,0.916667,0.418021,-0.878365,-0.865946,-0.778224,0.916667,0.958333,1,5.53403,5.70298,5.72667,5.78717,6.65057,6.34229,6.57469,6.6084,6.1083,5.43703,5.55137,6.00508,5.96776,5.85966,6.0274,6.1904,-9999,-9999
20020918,21.959,1,343.576,115.175,1,384.887,1,5.529,1,96.305,1,0,1,2.691,1,0.351458333,1,59.33333333,1,233.2541667,1,228.3916667,1,18.225,0.666666667,21.04090909,0.916666667,420.5291667,1,374.054,1,19.648,1,-9999,-9999,10.3875,1,58.9114,0.958333,64.0319,59.7381,66.2437,4.40078,-3.93074,1,-4.26053,-4.41997,-3.9859,4.82956,1.06247,0.958333,0.443512,0.822829,1.03926,1.06407,1,0.958333,0.958333,5.73897,5.90578,5.94871,5.99026,4.89395,4.88396,4.9238,4.99181,7.16206,6.21905,6.51612,7.12924,4.61828,4.50552,4.6142,4.90788,-9999,-9999
20020919,15.894,1,340.76,43.354,1,372.671,1,2.846,1,96.742,1,0.254,1,3.01,1,0.426333333,1,19.49166667,1,91.41666667,1,98.30416667,1,7.642857143,0.583333333,8.229166667,1,387.9833333,1,373.25,1,17.113,1,-9999,-9999,-13.1458,1,38.3389,1,41.6712,38.8768,43.1106,4.06855,-8.3375,1,-9.03702,-9.3752,-8.45449,4.25871,2.57543,1,0.24653,2.53857,2.57543,2.6129,1,1,1,4.80617,4.80859,4.8358,4.88515,2.26059,2.17638,2.26321,2.31202,5.64443,3.78303,4.45692,5.0357,2.1341,1.86435,2.1341,2.26986,-9999,-9999
20020920,18.507,1,337.933,236.537,1,339.346,1,10.271,1,96.77,1,0,1,1.99,1,0.245652174,0.958333333,134.6833333,1,459.4583333,1,104.2125417,1,43.20625,0.666666667,40.8125,1,399.6958333,1,385.696,1,17.458,1,-9999,-9999,-1.69579,1,70.0507,1,76.2059,74.0034,78.7694,4.58092,51.0792,1,55.5674,53.9614,57.4366,6.08947,0.64213,1,0.423566,0.654461,0.672812,0.70067,1,1,1,4.86934,4.8899,4.92101,4.97695,4.28451,4.17067,4.23738,4.27042,5.52375,4.15484,4.7376,5.053,4.31971,4.04112,4.18765,4.35054,-9999,-9999
20020921,14.149,1,335.095,199.163,1,315.921,1,6.121,1,97.967,1,0,1,3.077,1,0.368458333,1,100.325,1,389.6416667,1,183.9291667,1,44.75384615,0.541666667,34.59166667,1,378.9333333,1,370.787,1,16.1,1,-9999,-9999,-10.8375,1,67.575,1,73.4484,68.5232,75.5544,4.37103,37.65,1,40.9225,38.1783,42.0958,5.27989,0.510657,1,0.347384,0.497721,0.510657,0.541034,1,1,1,4.21968,4.1683,4.1902,4.2421,3.71064,3.65768,3.68126,3.71019,3.50389,2.93332,3.01714,3.12089,3.02443,2.892,2.95233,3.01082,-9999,-9999
20020922,13.022,1,332.246,241.958,1,284.567,1,7.733,1,98.567,1,0,1,2.32,1,0.277541667,1,109.2208333,1,465.4208333,1,102.85,1,58.66923077,0.541666667,44.25,1,371.5875,1,369.883,1,14.794,1,-9999,-9999,-11.825,1,51.8458,1,56.1957,52.5733,57.9679,4.08688,67.525,1,73.1904,68.4725,75.4985,4.43291,0.448895,0.958333,0.313355,0.448895,0.456658,0.514692,0.958333,0.958333,0.916667,3.96526,3.90957,3.96225,3.99866,3.42398,3.40122,3.4504,3.50156,2.80682,2.5922,2.69165,2.86104,3.00548,2.765,2.82222,2.93188,-9999,-9999
20020923,13.017,1,329.388,235.929,1,293.921,1,7.592,1,98.556,1,0,1,3.318,1,0.410833333,1,114.4417083,1,458.1875,1,97.59170833,1,61.33846154,0.541666667,44.0625,1,370.4208333,1,370.683,1,14.332,1,-9999,-9999,-10.2458,1,56.9208,1,61.6965,57.7195,63.6422,3.48672,57.7958,1,62.6449,58.6068,64.6205,4.84915,0.626855,1,0.260108,0.579003,0.595104,0.627451,1,1,1,3.85073,3.79876,3.87133,3.88998,3.27416,3.23379,3.27013,3.29698,2.85109,2.64944,2.8987,3.33051,3.23555,2.7448,2.88165,3.068,-9999,-9999
20020924,14.421,1,326.522,217.7,1,319.175,1,7.746,1,98.435,1,0,1,3.527,1,0.455583333,1,113.3958333,1,424.5833333,1,150.325,1,53.87692308,0.541666667,41.58333333,1,381.0375,1,371.129,1,14.496,1,-9999,-9999,0.125,1,54.1875,1,58.7338,54.9479,60.9318,4.08298,46.5458,1,50.451,47.199,52.339,5.48141,0.972773,0.958333,0.293296,0.94347,0.988331,1.05304,1,1,1,3.85856,3.83637,3.93251,3.99081,2.85877,2.78561,2.86507,3.05947,3.30746,3.24869,3.41135,3.83305,3.14266,2.69372,2.80909,3.00685,-9999,-9999
20020925,16.632,1,323.647,113.129,1,337.875,1,5.492,1,97.866,1,5.08,1,2.547,1,0.313083333,1,37.52916667,1,222.1291667,1,137.725,1,25.89230769,0.541666667,22.66666667,1,389.3291667,1,372.483,1,15.504,1,-9999,-9999,0.5875,1,44.718,1,48.6048,45.3455,50.2837,3.81233,-14.4625,1,-15.5339,-16.2625,-14.6654,4.45618,1.75457,1,0.238701,1.52226,1.74667,1.78045,1,1,1,3.96078,3.96699,4.0921,4.19416,2.34561,2.34543,2.36635,2.44777,4.1061,4.10043,4.19224,4.35996,2.17314,2.00747,2.08943,2.15303,-9999,-9999
20020926,11.102,1,320.766,52.9,1,354.454,1,0.567,1,97.649,1,0,1,3.485,1,0.481125,1,30.55,1,107.7708333,1,115.1791667,1,11.47692308,0.541666667,9.433333333,1,367.2,1,376.171,1,13.639,1,-9999,-9999,-12.4292,1,32.4264,1,35.2449,33.5281,36.4623,3.01904,19.7292,1,21.444,20.3995,22.1847,4.32153,2.58307,1,0.203757,2.58307,2.58307,2.66605,1,1,1,3.47163,3.40385,3.4641,3.52063,0.878566,0.813399,0.863201,0.884882,3.99768,3.94624,4.00648,4.05924,1.4291,1.42098,1.44559,1.46504,-9999,-9999
20020927,12.897,1,317.878,217.954,1,326.15,1,3.346,1,97.588,1,0,1,2.503,1,0.346916667,1,126.5541667,1,422.4916667,1,116.8333333,1,59.23846154,0.541666667,39.02083333,1,378.1458333,1,369.867,1,13.981,1,-9999,-9999,-1.0375,1,41.5417,1,45.0925,42.1246,46.712,3.40615,75.5958,1,82.0575,76.6566,85.0047,4.84579,1.53664,1,0.254134,1.50498,1.5322,1.53664,1,1,1,3.75849,3.70232,3.81479,3.90736,2.27098,2.1885,2.2788,2.36396,4.27392,4.2389,4.27452,4.28945,2.75217,2.76176,2.80481,2.8835,-9999,-9999
20020928,15.887,1,314.983,89.358,1,364.942,1,2.413,1,97.652,1,0.508,1,2.593,1,0.348125,1,47.69583333,1,181.7875,1,181.425,1,14.41666667,0.75,15.4875,1,390.625,1,377.7,1,15.27,1,-9999,-9999,5.82917,1,29.0052,1,31.4845,29.4122,32.6153,4.0311,15.9208,1,17.2817,16.1442,17.9024,4.98926,1.80721,1,0.253994,1.68807,1.80345,1.95279,1,1,1,4.18288,4.15621,4.31103,4.43298,2.50815,2.45303,2.49581,2.52781,4.53284,4.46349,4.53755,4.63177,2.06865,2.06865,2.10045,2.11773,-9999,-9999
20020929,21.614,1,312.085,174.196,1,377.057,1,12.013,1,97.34,1,3.81,1,2.717,1,-9999,0,104.8125,1,343.4791667,1,207.9478261,0.958333333,36.62142857,0.583333333,30.03478261,0.958333333,419.673913,0.958333333,391.483,1,17.427,1,-9999,-9999,14.8833,1,38.3752,0.958333,41.6553,35.7619,43.1514,3.42057,40.4605,0.833333,43.9189,37.7053,45.4963,5.18119,2.45546,0.916667,0.209702,2.44944,2.50497,2.55165,0.916667,0.875,0.916667,4.8439,4.88248,5.12568,5.29374,2.6962,2.38006,2.6962,2.75757,4.83224,4.71851,4.83388,5.10238,2.6284,2.62586,2.64674,2.69959,-9999,-9999
20020930,25.403,1,309.183,213.488,1,361.937,1,17.775,1,96.917,1,0,1,4.097,1,0.426666667,0.625,100.6875,1,421.725,1,99.07083333,1,61.23076923,0.541666667,42.84545455,0.916666667,434.625,1,372.108,1,19.201,1,-9999,-9999,10.0667,1,53.4401,0.875,58.085,49.801,63.742,3.7371,38.8273,0.666667,42.2021,36.1833,46.3122,4.89538,2.40921,0.791667,0.249947,2.44161,2.7951,2.94517,0.75,0.833333,0.583333,5.20959,5.3042,5.62018,5.80251,3.17858,2.35031,3.14253,3.33742,5.00351,4.8553,5.00373,5.35776,3.17364,3.16097,3.16873,3.21533,-9999,-9999
20021001,21.126,1,306.276,172.838,1,377.538,1,6.892,1,97.164,1,3.81,1,3.212,1,0.416434783,0.958333333,102.7875,1,345.6,1,131.4166667,1,46.77692308,0.541666667,31.57826087,0.958333333,417.125,1,383.254,1,18.968,1,-9999,-9999,7.78333,1,44.4376,0.958333,48.4035,41.4115,53.004,3.58287,26.9,1,29.3007,25.0682,32.0856,4.82663,4.39138,1,0.26731,4.33959,4.38693,4.40047,1,1,1,4.75414,4.78575,5.02876,5.24696,0.693429,0.473484,0.693429,0.830288,4.54269,4.47839,4.54326,4.68916,2.39105,2.38136,2.38708,2.4178,-9999,-9999
20021002,9.176,1,303.369,23.692,1,351.892,1,0.125,1,98.027,1,18.034,1,3.988,1,0.505333333,1,14.275,1,52.40004167,1,57.36666667,1,-9999,0,4.104166667,1,357.1041667,1,371.887,1,13.206,1,-9999,-9999,-29.9792,1,26.582,1,28.8541,24.7718,31.7063,2.91508,-8.4125,1,-9.03571,-10.0342,-7.83963,4.03516,3.60955,1,0.203067,3.60955,3.60955,3.60955,1,1,1,3.49821,3.3708,3.53327,3.66106,-0.0545585,-0.238753,-0.0762864,0.0515095,3.30713,3.17409,3.30661,3.43517,0.670325,0.66522,0.668303,0.679945,-9999,-9999
20021003,11.483,1,300.46,70.308,1,363.7,1,0,1,97.465,1,39.37,1,2.058,1,0.343291667,1,54.55833333,1,144.7958333,1,155.7166667,1,12.32,0.625,9.9125,1,369.4958333,1,377.875,1,13.296,1,-9999,-9999,-2.24583,1,32.0302,1,34.768,29.849,37.1132,3.06187,20.3009,1,22.0362,18.9185,23.5226,4.35606,3.15237,1,0.205316,2.98898,3.25421,3.25715,1,1,1,3.7084,3.60942,3.77086,3.88801,0.550535,0.348989,0.516659,1.01557,3.33864,3.25322,3.33864,3.42653,1.29125,1.28668,1.29213,1.30159,-9999,-9999
20021004,12.168,1,297.55,139.325,1,317.537,1,3.396,1,97.183,1,0.254,1,4.21,1,0.547333333,1,46.59166667,1,268.8291667,1,150.2875,1,37.49230769,0.541666667,23.40416667,1,366.025,1,374.742,1,13.142,1,-9999,-9999,-15.1708,1,48.5458,1,52.8783,50.1951,57.9041,3.82571,27.0667,1,29.4823,27.9863,32.2844,4.53415,2.36333,0.916667,0.195562,2.35081,2.38862,2.40629,0.916667,0.875,0.916667,3.60107,3.53206,3.6546,3.71946,1.26374,1.14363,1.24584,1.46398,3.21721,3.19493,3.24964,3.29556,1.69881,1.69168,1.69881,1.70647,-9999,-9999
20021005,13.487,1,294.641,158.596,1,324.371,1,5.671,1,97.862,1,0,1,2.643,1,0.343875,1,81.35420833,1,312.3041667,1,205.3708333,1,39.33846154,0.541666667,28.19047619,0.875,375.8041667,1,385.196,1,12.618,1,-9999,-9999,0.741667,1,31.3167,0.958333,34.5374,32.3806,38.3261,3.96628,37.1083,1,40.9247,38.3691,45.4141,4.69154,2.40129,0.791667,0.224471,2.43303,2.44846,2.56857,0.791667,0.958333,0.958333,3.47036,3.46052,3.54696,3.57765,0.991103,0.998724,1.05501,1.0985,3.19501,3.18228,3.2454,3.25673,1.57696,1.5695,1.57674,1.58137,-9999,-9999
20021006,10.917,1,291.733,204.471,1,281.325,1,4.246,1,98.217,1,0,1,4.405,1,0.578208333,1,64.3,1,388.1875,1,136.275,1,61.56923077,0.541666667,37.6375,1,361.0416667,1,372.204,1,12.128,1,-9999,-9999,-18.6708,1,36.3833,1,41.9714,38.2827,44.5269,3.6273,63.125,1,72.8203,66.4203,77.254,4.6648,2.37334,0.916667,0.198588,2.22582,2.25374,2.44633,1,0.958333,0.833333,3.02757,3.01501,3.04255,3.06038,0.695068,0.661054,0.743168,0.793722,2.72521,2.70257,2.79041,2.81376,1.54119,1.53248,1.53872,1.5484,-9999,-9999
20021007,9.577,1,288.828,194.738,1,293.075,1,4.975,1,98.322,1,0,1,3.095,1,0.413416667,1,95.69583333,1,380.5,1,119.5083333,1,49.48571429,0.583333333,34.11666667,1,356.4625,1,383.333,1,10.284,1,-9999,-9999,-9.37917,1,27.975,1,32.2716,29.4354,34.2365,2.97018,57.8458,1,66.7303,60.8656,70.7932,5.26069,2.20096,0.625,0.192773,2.24635,2.34874,2.42196,0.625,0.708333,0.75,2.67165,2.64494,2.67165,2.68445,0.346093,0.227102,0.292989,0.384516,2.44043,2.41562,2.50827,2.53683,1.26753,1.25616,1.26488,1.27376,-9999,-9999
20021008,14.979,1,285.926,194.646,1,318.296,1,6.592,1,97.932,1,0,1,2.571,1,0.373291667,1,95.09166667,1,385.5083333,1,107.0375,1,58.64615385,0.541666667,38.005,0.833333333,385.2041667,1,374.363,1,12.677,1,-9999,-9999,4.7375,1,21.5167,1,24.8214,22.6399,26.3326,3.29069,56.4625,1,65.1345,59.41,69.1002,5.12859,2.75134,1,0.249006,2.73603,2.74285,2.77429,1,1,1,2.9113,2.94758,2.96841,2.98275,0.223982,0.175276,0.22303,0.238458,2.83151,2.82675,2.86038,2.886,1.00126,0.984454,0.999101,1.01,-9999,-9999
20021009,14.08,1,283.028,158.137,1,332.354,1,3.854,1,98.164,1,0,1,1.836,1,0.2515,1,83.195875,1,313.2541667,1,161.7958333,1,42.31538462,0.541666667,27.00434783,0.958333333,380.6916667,1,385.725,1,13.523,1,-9999,-9999,1.9,1,13.225,1,14.5851,13.9154,15.7744,2.45113,64.0375,1,70.6233,67.3805,76.3823,4.95268,2.37305,1,0.196833,2.28795,2.30448,2.39553,1,1,1,2.73255,2.71914,2.76104,2.77475,0.466889,0.311471,0.459904,0.481134,2.53747,2.53046,2.5723,2.60355,0.658736,0.638626,0.656764,0.668114,-9999,-9999
20021010,16.693,1,280.135,192.188,1,325.746,1,6.154,1,97.911,1,0,1,2.767,1,0.361166667,1,90.55833333,1,380.5,1,92.2375,1,56.7,0.541666667,33.27916667,1,392.7791667,1,381.158,1,14.488,1,-9999,-9999,4.725,1,17.4917,1,20.1782,18.4048,21.034,2.71773,60.3375,1,69.6047,63.4873,72.5567,4.85199,2.26685,0.958333,0.186621,2.27231,2.32369,2.32701,0.958333,0.958333,1,2.7939,2.7707,2.8451,2.87399,0.51533,0.495445,0.522812,0.537901,2.71641,2.69333,2.72793,2.7628,0.497285,0.469459,0.495963,0.510964,-9999,-9999
20021011,16.461,1,277.249,167.313,1,339.138,1,3.1,1,97.595,1,0,1,3.978,1,0.511458333,1,82.57083333,1,326.2916667,1,164.025,1,36.58333333,0.75,31.58333333,1,391.1833333,1,375.279,1,14.815,1,-9999,-9999,5.87504,1,12.5458,1,14.4727,12.9656,15.0866,2.47681,48.8083,1,56.3047,50.4415,58.6928,4.8341,2.52618,1,0.182482,2.52692,2.55756,2.55756,1,1,1,2.67977,2.70139,2.73636,2.75641,0.23405,0.171564,0.187367,0.229183,2.50967,2.47729,2.52392,2.5505,0.231832,0.199752,0.22851,0.244174,-9999,-9999
20021012,9.716,1,274.369,175.321,1,295.621,1,3.529,1,98.764,1,0.254,1,4.687,1,0.598916667,1,80.89166667,1,330.6208333,1,131.1291667,1,46.18,0.625,31.925,1,357.1916667,1,373.321,1,12.645,1,-9999,-9999,-20.9292,1,31.7155,1,36.5866,32.7767,38.1383,3.26135,51.4833,1,59.3906,53.2061,61.9095,4.65422,2.40653,1,0.187896,2.3947,2.40341,2.40774,1,1,1,2.20611,2.18933,2.19977,2.20852,-0.219933,-0.208235,-0.201937,-0.191745,1.5875,1.5875,1.61678,1.68556,0.15016,0.110692,0.147275,0.16228,-9999,-9999
20021013,7.975,1,271.498,196.304,1,263.579,1,5.087,1,99.278,1,0,1,2.577,1,0.30275,1,74.9125,1,374.3208333,1,77.7125,1,52.2,0.583333333,35.55833333,1,347.7875,1,380.758,1,10.013,1,-9999,-9999,-12.9333,1,20.3625,1,22.4566,21.0439,24.4862,2.68909,55.7875,1,61.5249,57.6543,67.0854,4.6065,1.62593,0.958333,0.178601,1.66497,1.67486,1.71313,1,1,1,2.05942,2.04387,2.05238,2.06252,0.378702,0.339247,0.375182,0.384643,1.51848,1.50415,1.54204,1.65402,0.238551,0.195553,0.237766,0.255027,-9999,-9999
20021014,10.839,1,268.636,192.442,1,269.387,1,7.163,1,98.163,1,0,1,3.855,1,0.508347826,0.958333333,62.8,1,365.725,1,81.0875,1,56.57692308,0.541666667,36.45,1,361.0125,1,370.05,1,10.613,1,-9999,-9999,-7.48333,1,22.1632,1,24.4425,22.9048,26.6516,2.44677,45.8445,1,50.5593,47.3785,55.1287,4.85473,1.65818,1,0.170136,1.59973,1.59973,1.68554,1,1,1,2.22457,2.23692,2.25817,2.30242,0.667021,0.605181,0.624837,0.643404,1.89708,1.85536,1.90547,1.99289,0.293429,0.270205,0.290323,0.309651,-9999,-9999
20021015,7.381,1,265.783,181.771,1,262.279,1,4.617,1,98.374,1,0,1,2.677,1,0.313208333,1,66.675,1,346.7083333,1,109.75,1,-9999,0,34.65,1,341.4208333,1,373.967,1,9.502,1,-9999,-9999,-15.1125,1,16.0875,1,17.6659,16.6258,18.6405,2.40285,61.1708,1,67.1725,63.2177,70.8784,4.8664,1.43176,1,0.172207,1.38066,1.41877,1.53047,1,1,1,1.98281,1.9514,1.99111,2.02294,0.579335,0.502095,0.575506,0.59287,1.55249,1.53889,1.56813,1.72285,0.325412,0.315068,0.326535,0.368487,-9999,-9999
20021016,4.025,1,262.943,39.408,1,314.333,1,0.787,1,98.153,1,4.572,1,2.203,1,0.314458333,1,15.91670833,1,80.57916667,1,86.81670833,1,5.944444444,0.75,6.933333333,1,330.4166667,1,379.504,1,7.955,1,-9999,-9999,-13.6792,1,13.6199,1,14.9561,14.0756,16.3781,1.77074,2.44474,1,2.6846,2.52654,2.93983,3.9146,1.8815,1,0.179398,1.83924,1.87183,1.95239,1,1,1,1.77495,1.72982,1.75617,1.77334,-0.105561,-0.168886,-0.111581,-0.0985855,1.33799,1.30483,1.40807,1.58092,0.114346,0.093805,0.111253,0.150818,-9999,-9999
20021017,8.218,1,260.115,161.217,1,298.525,1,3.337,1,97.675,1,0,1,2.243,1,0.270375,1,82.80416667,1,311.5,1,136.5125,1,25.3,0.916666667,27.5,1,348.6958333,1,377.608,1,8.829,1,-9999,-9999,-3.70417,1,28.2687,1,31.1759,29.2146,34.5959,2.83601,43.6708,1,48.1621,45.1321,53.4455,4.81947,2.08673,1,0.178553,2.02185,2.05841,2.08673,1,1,1,2.06702,2.06104,2.10348,2.13946,0.0247121,0.0262367,0.0407431,0.0550059,2.1966,2.14003,2.26308,2.42085,0.444989,0.388373,0.424852,0.475381,-9999,-9999
20021018,13.067,1,257.299,178.913,1,291.175,1,6.842,1,97.265,1,0,1,2.922,1,0.420333333,1,64.40416667,1,351.3791667,1,87.38333333,1,49.28666667,0.625,31.14583333,1,373.2416667,1,371.625,1,10.35,1,-9999,-9999,2.2625,1,22.7167,1,25.3606,23.4768,27.8012,2.63835,38.5875,1,43.0786,39.8787,47.2244,4.92692,2.16092,0.958333,0.17832,2.13079,2.16092,2.16092,1,0.958333,0.958333,2.40058,2.45578,2.54297,2.57592,0.413642,0.304764,0.396836,0.415007,2.87715,2.81759,2.90369,2.97962,0.498293,0.444595,0.475987,0.504658,-9999,-9999
20021019,4.527,1,254.499,180.338,1,247.738,1,2.567,1,98.332,1,0,1,2.566,1,0.33373913,0.958333333,62.75004167,1,345.775,1,89.60833333,1,59.43076923,0.541666667,33.89166667,1,329.9041667,1,378.142,1,7.843,1,-9999,-9999,-18.1458,1,18.6616,0.958333,20.4926,18.9166,22.4409,2.90747,67.0584,1,73.6377,67.9745,80.6387,4.58395,1.30675,1,0.163593,1.28542,1.30491,1.37522,1,1,1,1.84991,1.82479,1.87426,1.89327,0.605812,0.526135,0.541086,0.583145,1.91775,1.89799,1.96704,2.08836,0.510964,0.492764,0.503812,0.538404,-9999,-9999
